	ref	Regest Text	reg Name	Sex	Titles	Titles norm	Titles ref	Titles ref norm	Professions	Professions norm	staff	staff norm	off	off norm	fn role	Events ref	regest	regest date	from	to	dead	earliest possible death	year	fromyear	toyear
626	pe__johann_paur_QGW_II_I_1582	Janns der Paur	Johann Paur	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1582	1582	1404-04-23			False	 	1404		
627	pe__christine_QGW_II_I_1582	Frau Christein, witib Stephans witib des oler des rechten swester sun er war	Christine	f	Frau	Frau	 	 	oler	Oeler	 	 	 	 	recipient	#ev__QGW_II_I_1582	1582	1404-04-23			False	 	1404		
628	pe__stephan_der_oeler_QGW_II_I_1582	Stephans witib des oler des rechten swester sun er war	Stephan der Öler	m	 	 	 	 	oler	Oeler	 	 	 	 	recipient	#ev__QGW_II_I_1582	1582	1404-04-23			True	[datetime.date(1404, 4, 23)]	1404		
629	pe__konrad_rokk	Wiener Bürger Chunrats des Rogken	Konrad Rokk Rokk	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1582	1582	1404-04-23			False	 	1404		
630	pe__ulrich_ekprecht	Bürger Ulreichs des Ekchprechts	Ulrich Ekprecht	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1582	1582	1404-04-23			False	 	1404		
631	pe__ulrich_wochenstolz	Ulreich der Wochenstolz	Ulrich Wochenstolz	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1583	1583	1404-04-23			False	 	1404		
632	pe__margarethe_QGW_II_I_1583	Margret, seine Hausfrau	Margarethe Trager Wochenstolz	f	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1583	1583	1404-04-23			False	 	1404		
633	pe__ulrich_trager	Ulreich der Trager, sein sweher	Ulrich Trager	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1583	1583	1404-04-23			False	 	1404		
634	pe__heinrich_der_floetzer_QGW_II_I_1583	Amtmannes Hainreichs des Flo/etzer, amptmann zu Chlosterneuburg auf der edeln hochgeporn fürsten guet in Österreich	Heinrich Flötzer der Flötzer	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1583	1583	1404-04-23			False	 	1404		
635	pe__heinrich_der_floetzer_QGW_II_I_1583	Amtmannes	Heinrich Flötzer der Flötzer	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1583	1583	1404-04-23			False	 	1404		
636	pe__ulrich_im_turn_QGW_II_I_1583	Ulreichen im Turn, purger und ainer des rats daselbs ze Neunburg	Ulrich im Turn im Turn	m	 	 	 	 	 	 	 	 	rats	Ratsherr	witness	#ev__QGW_II_I_1583	1583	1404-04-23			False	 	1404		
637	pe__jakob_von_truebensee_QGW_II_I_1584	Jacob von Trebense	Jakob von Trübensee	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1584	1584	1404-05-06			False	 	1404		
638	pe__haunold_schuchler_II_QGW_II_I_1557	Wiener Bürger Haunolten dem Schuechler, hofmaister ze Dornpach	Haunold Schuchler der Jüngere II	m	 	 	 	 	 	 	 	 	hofmaister	Hofmeister	recipient	#ev__QGW_II_I_1584	1584	1404-05-06			False	 	1404		
639	pe__ulrich_QGW_II_I_1584	hern Ulreichs, pharrer ze Dornpach	Ulrich	m	hern	Herr	 	 	 	 	 	 	pharrer	Pfarrer	witness	#ev__QGW_II_I_1584	1584	1404-05-06			False	 	1404		
640	pe__konrad_hemler	Wiener Bürgers Chunrats des Hemler	Konrad Hemler Hemler	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1584	1584	1404-05-06			False	 	1404		
641	pe__rüdiger_snurer	Ru/eger der Snu/erer rats der stat	Ruger Snurer Snurer	m	 	 	 	 	 	 	 	 	rats der stat	Ratsherr	issuer	#ev__QGW_II_I_1585	1585	1404-05-28			False	 	1404		
642	pe__johann_chaufmann_QGW_II_I_1585	Hanns der Chaufman, baid des rats der stat ze Wienn	Johann Chaufmann	m	 	 	 	 	 	 	 	 	rats der stat	Ratsherr	issuer	#ev__QGW_II_I_1585	1585	1404-05-28			False	 	1404		
643	pe__katharina_QGW_II_I_1598	frau Kathrei, hausfrau Hannsen hausfrau, des münsser für sich anstatt	Katharina	f	frau	Frau	 	 	münsser	Muenzer	 	 	 	 	other	#ev__QGW_II_I_1585	1585	1404-05-28			False	 	1404		
644	pe__johann_der_muenzer_QGW_II_I_1598	Hannsen hausfrau, des münsser	Johann der Münzer	m	 	 	 	 	münsser	Muenzer	 	 	 	 	other	#ev__QGW_II_I_1585	1585	1404-05-28			False	 	1404		
645	pe__siegfrid_lorber_QGW_II_I_1598	ihren Bruder Seifrit den Lorber, der zu den Zeiten innerlandes nicht ist	Siegfrid Lorber	m	 	 	 	 	 	 	 	 	 	 	None	#ev__QGW_II_I_1585	1585	1404-05-28			False	 	1404		
646	pe__johann_makkauer_QGW_II_I_1585	Hanns der Makkauer	Johann Makkauer	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1585	1585	1404-05-28			False	 	1404		
647	pe__ulrich_warnhofer_QGW_II_I_1538	werchmann maister Ulreichs des Warnhofer, des stainmecz	Ulrich Warnhofer der Maurer	m	maister	Meister	 	 	stainmecz	Steinmetz	 	 	werchmann	Gewaehrsmann	other	#ev__QGW_II_I_1585	1585	1404-05-28			False	 	1404		
648	pe__peter_der_zimmermann_QGW_II_I_1538	werchmann maister Petreins, des zimermans	Peter der Zimmermann	m	maister	Meister	 	 	zimermans	Zimmermann	 	 	werchmann	Gewaehrsmann	other	#ev__QGW_II_I_1585	1585	1404-05-28			False	 	1404		
649	pe__ruediger_snurer_QGW_II_I_1557	Ausstellern	Rüdiger Snurer	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1585	1585	1404-05-28			False	 	1404		
650	pe__johann_chaufmann_QGW_II_I_1585	Ausstellern	Johann Chaufmann	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1585	1585	1404-05-28			False	 	1404		
651	pe__heinrich_hekchel_QGW_II_I_1538	Hainreich Hechkel, pürger in der Neunstat	Heinrich Hekchel	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1586	1586	1404-05-28			False	 	1404		
652	pe__martin_hausleitter	Merten dem Hausleitter, pürger	Martin Hausleitter	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1586	1586	1404-05-28			False	 	1404		
653	pe__johann_fuechsel	Füchsel pürger	Johann Füchsel	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1586	1586	1404-05-28			False	 	1404		
654	pe__ulrich_herwart	Ulreich, dem statschreiber pürger ze Wienn	Ulrich Herwart	m	 	 	 	 	 	 	 	 	statschreiber	Stadtschreiber	recipient	#ev__QGW_II_I_1586	1586	1404-05-28			False	 	1404		
655	pe__ulrich_ekprecht	Ulreich der Ekkprecht purger	Ulrich Ekprecht	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1587	1587	1404-06-09			False	 	1404		
656	pe__johann_ekprecht	Hanns der Ekkprecht, sein sun paid purger ze Wienn	Johann Ekprecht	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1587	1587	1404-06-09			False	 	1404		
657	pe__thomas_QGW_II_I_1587	Bergherrn pruder Thomas, comiteur des hauses dacz dem Deutschenhaus ze Wienn	Thomas	m	Bergherrn; pruder	Bergherr_frau; Bruder	 	 	 	 	 	 	comiteur	Komiteur	other	#ev__QGW_II_I_1587	1587	1404-06-09			False	 	1404		
658	pe__johann_ziernast	hern Hannsen dem Ziernast, des rates der stat zu Wienn	Johann Ziernast	m	hern	Herr	 	 	 	 	 	 	rates der stat	Ratsherr	recipient	#ev__QGW_II_I_1587	1587	1404-06-09			False	 	1404		
659	pe__ulrich_ekprecht	Ulreichs	Ulrich Ekprecht	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1587	1587	1404-06-09			False	 	1404		
660	pe__konrad_rampersdorfer	hern Chunrats des Ramperstorfer, des rates der stat ze Wienn	Konrad Rampersdorfer Rampersdorfer	m	 	 	 	 	 	 	 	 	rates der stat	Ratsherr	witness	#ev__QGW_II_I_1587	1587	1404-06-09			False	 	1404		
661	pe__wilhelm_herzog_von_oesterreich	Herzog Wilhelm	Herzog Wilhelm	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1588	1588	1404-06-27			False	 	1404		
662	pe__haunold_schuchler_II_QGW_II_I_1557	Haunold der Schu/echler rats der stat	Haunold Schuchler der Jüngere II	m	 	 	 	 	 	 	 	 	rats der stat	Ratsherr	recipient	#ev__QGW_II_I_1589	1589	1404-07-02			False	 	1404		
663	pe__rudolf_angerfelder	Rudolf der Angerfelder, baid des rats der stat ze Wienn	Rudolf Angerfelder Angerfelder	m	 	 	 	 	 	 	 	 	rats der stat	Ratsherr	recipient	#ev__QGW_II_I_1589	1589	1404-07-02			False	 	1404		
664	pe__johann_wuerfel	her Hanns	Johann Würfel Würfel	m	her	Herr	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1589	1589	1404-07-02			False	 	1404		
665	pe__niklas_wuerfel_von_nussdorf	her Niclas	Niklas Würfel von Nussdorf	m	her	Herr	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1589	1589	1404-07-02			False	 	1404		
666	pe__ulrich_wuerfel	her Ulman	Ulrich Würfel Würfel	m	her	Herr	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1589	1589	1404-07-02			False	 	1404		
667	pe__sigmund_wuerfel	her Sigmund	Sigmund Würfel Würfel	m	her	Herr	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1589	1589	1404-07-02			False	 	1404		
668	pe__ulrich_warnhofer_QGW_II_I_1538	werchmann maister Ulreichs des Warnhofer, des stainmeczn	Ulrich Warnhofer der Maurer	m	maister	Meister	 	 	stainmeczn	Steinmetz	 	 	werchmann	Gewaehrsmann	other	#ev__QGW_II_I_1589	1589	1404-07-02			False	 	1404		
669	pe__peter_der_zimmermann_QGW_II_I_1538	werchmann maister Petreins, des zimermans	Peter der Zimmermann	m	maister	Meister	 	 	zimermans	Zimmermann	 	 	werchmann	Gewaehrsmann	other	#ev__QGW_II_I_1589	1589	1404-07-02			False	 	1404		
670	pe__haunold_schuchler_II_QGW_II_I_1557	Ausstellern	Haunold Schuchler der Jüngere II	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1589	1589	1404-07-02			False	 	1404		
671	pe__rudolf_angerfelder	Ausstellern	Rudolf Angerfelder Angerfelder	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1589	1589	1404-07-02			False	 	1404		
672	pe__dorothea_QGW_II_I_1590	Dorothee, witib Andres witib des Wulczendorfer	Dorothea Wulzendorfer	f	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1590	1590	1404-07-31			False	 	1404		
673	pe__andreas_wulzendorfer_QGW_II_I_1590	Andres witib des Wulczendorfer	Andreas Wulzendorfer	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1590	1590	1404-07-31			True	[datetime.date(1404, 7, 31)]	1404		
674	pe__johann_jedenspeigener_QGW_II_I_1590	Bruders Hannsen des Jedungspeuger	Johann Jedenspeigener	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1590	1590	1404-07-31			False	 	1404		
675	pe__dorothea_QGW_II_I_1590	Ausstellerin	Dorothea Wulzendorfer	f	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1590	1590	1404-07-31			False	 	1404		
676	pe__niklas_weispacher	hern Niklas des Weispacher, herzog Albrechts huebmaister	Niklas Weispacher Weispacher	m	hern	Herr	 	 	 	 	 	 	herzog	Herzog_in	witness	#ev__QGW_II_I_1590	1590	1404-07-31			False	 	1404		
677	pe__albrecht_iv_herzog_von_oesterreich	herzog Albrechts	Herzog Albrecht IV	m	 	 	 	 	 	 	 	 	herzog	Herzog_in	witness	#ev__QGW_II_I_1590	1590	1404-07-31			False	 	1404		
678	pe__peter_angerfelder	Peter der Angervelder, statrichter ze Wienn	Peter Angerfelder Angerfelder	m	 	 	 	 	 	 	 	 	statrichter	Richter_Stadt	issuer	#ev__QGW_II_I_1591	1591	1404-08-27			False	 	1404		
679	pe__johann_trosperch_von_nuernberg	Hanns Trosperkch von Nu/ernberkch	Johann Trosperch von Nürnberg	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1591	1591	1404-08-27			False	 	1404		
680	pe__liebhard_von_regensburg_QGW_II_I_1591	Priester her Liephart von Regenspurkch Kaplan der von Frau Margret auf sand Merten altar dacz sand Stephan gestifteten Messe	Liebhard von Regensburg	m	her	Herr	 	 	Priester	Priester	 	 	Kaplan	Kaplan	other	#ev__QGW_II_I_1591	1591	1404-08-27			False	 	1404		
681	pe__peter_angerfelder	Aussteller	Peter Angerfelder Angerfelder	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1591	1591	1404-08-27			False	 	1404		
682	pe__ulrich_nagel_QGW_II_I_1592	Ulreich der Nagel, der satler purger ze Wienn	Ulrich Nagel der Sattler	m	 	 	 	 	satler	Sattler	 	 	 	 	issuer	#ev__QGW_II_I_1592	1592	1404-09-04			False	 	1404		
683	pe__konrad_vorlauf	Bürgermeisters hern Chunraten des Vorlaufs	Konrad Vorlauf Vorlauf	m	hern	Herr	 	 	 	 	 	 	Bürgermeisters	Buergermeister	other	#ev__QGW_II_I_1592	1592	1404-09-04			False	 	1404		
684	pe__friedrich_frosch	hern Fridreichen dem Frosch, Kaplan der Messe, die frau Ann, weilent Niklas des Rorcholben hausfrau, den baiden got gnad, auf sand Marien Magdalen altar, gelegen auf dem neuen Karner dacz sand Stephan, gestiftet hatte.	Friedrich Frosch	m	hern	Herr	 	 	 	 	 	 	Kaplan	Kaplan	recipient	#ev__QGW_II_I_1592	1592	1404-09-04			False	 	1404		
685	pe__niklas_von_der_schemnitz_III	Wiener Bürgers Niklasen des Schermiczer	Niklas von der Schemnitz von der Schemnitz III	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1592	1592	1404-09-04			False	 	1404		
686	pe__niklas_der_eisenzieher_QGW_II_I_1593	Niklas, der eisenzicher ze Wienn	Niklas der Eisenzieher	m	 	 	 	 	eisenzicher	Eisenzieher	 	 	 	 	issuer	#ev__QGW_II_I_1593	1593	1404-09-08			False	 	1404		
687	pe__konrad_arrer_II_QGW_II_I_1593	Stiefkinder Chunrat den Arrer, den jungen	Konrad Arrer der Junge II	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1593	1593	1404-09-08			False	 	1404		
688	pe__elisabeth_QGW_II_I_1593	Schwester Stiefkinder frau Elsbeten, Niclas des Fraunpreis hausfrau	Elisabeth Arrer Fraunpreis	f	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1593	1593	1404-09-08			False	 	1404		
689	pe__niklas_fraunpreis_QGW_II_I_1593	Niclas des Fraunpreis	Niklas Fraunpreis	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1593	1593	1404-09-08			False	 	1404		
690	pe__christian_der_plattner_QGW_II_I_836	Wiener Bürger Christans, des plattner	Christian der plattner der Plattner	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1593	1593	1404-09-08			False	 	1404		
691	pe__jakob_von_st_bernhard_QGW_II_I_1593	Bürger Jacobs von Sand Pernhart	Jakob von St. Bernhard	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1593	1593	1404-09-08			False	 	1404		
692	pe__martin_der_wachsgiesser_QGW_II_I_1494	Mert, der wachsgiesser burger ze Wienn	Martin der Wachsgiesser	m	 	 	 	 	wachsgiesser	Wachsgiesser	 	 	 	 	issuer	#ev__QGW_II_I_1594	1594	1404-09-11			False	 	1404		
693	pe__martin_der_wachsgiesser_QGW_II_I_1494	petschad	Martin der Wachsgiesser	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1594	1594	1404-09-11			False	 	1404		
694	pe__johann_von_velden	Hanns von Velben, herzog Wilhalms anwalt in dem rat ze Wienn	Johann von Velden von Velden	m	 	 	 	 	 	 	 	 	anwalt in dem rat	Anwalt_Stadt	issuer	#ev__QGW_II_I_1595	1595	1404-10-13			False	 	1404		
695	pe__wilhelm_herzog_von_oesterreich	herzog Wilhalms	Herzog Wilhelm	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1595	1595	1404-10-13			False	 	1404		
696	pe__konrad_vorlauf	Chunrat Vorlauf, purgermaister daselbs	Konrad Vorlauf Vorlauf	m	 	 	 	 	 	 	 	 	purgermaister	Buergermeister	issuer	#ev__QGW_II_I_1595	1595	1404-10-13			False	 	1404		
697	pe__haunold_schuchler_II_QGW_II_I_1557	Haunolt Schu/echler, des rats der stat daselbs	Haunold Schuchler der Jüngere II	m	 	 	 	 	 	 	 	 	rats der stat	Ratsherr	issuer	#ev__QGW_II_I_1595	1595	1404-10-13			False	 	1404		
698	pe__andreas_an_dem_st_petersfreithof	Andre an sand Peters freithof, chelermaister in Osterreich	Andreas an dem St Petersfreithof an dem St. Petersfreithof	m	 	 	 	 	 	 	 	 	chelermaister	Kellermeister	issuer	#ev__QGW_II_I_1595	1595	1404-10-13			False	 	1404		
699	pe__rudolf_angerfelder	Rudolf Angerfelder, des rats der stat ze Wienn	Rudolf Angerfelder Angerfelder	m	 	 	 	 	 	 	 	 	rats der stat	Ratsherr	issuer	#ev__QGW_II_I_1595	1595	1404-10-13			False	 	1404		
700	pe__friedrich_von_wallsee	hern Fridreichen von Walssee, lantmarschall in Österreich	Friedrich von Wallsee von Wallsee	m	hern	Herr	 	 	 	 	 	 	lantmarschall	Landmarschall	recipient	#ev__QGW_II_I_1595	1595	1404-10-13			False	 	1404		
701	pe__johann_von_velden	Ausstellern	Johann von Velden von Velden	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1595	1595	1404-10-13			False	 	1404		
702	pe__konrad_vorlauf	Ausstellern	Konrad Vorlauf Vorlauf	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1595	1595	1404-10-13			False	 	1404		
703	pe__haunold_schuchler_II_QGW_II_I_1557	Ausstellern	Haunold Schuchler der Jüngere II	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1595	1595	1404-10-13			False	 	1404		
704	pe__andreas_an_dem_st_petersfreithof	Ausstellern	Andreas an dem St Petersfreithof an dem St. Petersfreithof	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1595	1595	1404-10-13			False	 	1404		
705	pe__rudolf_angerfelder	Ausstellern	Rudolf Angerfelder Angerfelder	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1595	1595	1404-10-13			False	 	1404		
706	pe__peter_angerfelder	Peter der Angerfelder, statrichter	Peter Angerfelder Angerfelder	m	 	 	 	 	 	 	 	 	statrichter	Richter_Stadt	issuer	#ev__QGW_II_I_1596	1596	1404-10-14			False	 	1404		
707	pe__johann_von_velden	Hanns von Velben, herzog Wilhalms anwalt in dem rat ze Wienn	Johann von Velden von Velden	m	 	 	 	 	 	 	 	 	anwalt in dem rat	Anwalt_Stadt	recipient	#ev__QGW_II_I_1596	1596	1404-10-14			False	 	1404		
708	pe__wilhelm_herzog_von_oesterreich	herzog Wilhalms	Herzog Wilhelm	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1596	1596	1404-10-14			False	 	1404		
709	pe__konrad_vorlauf	Chunrat Vorlauf, purgermaister daselbs	Konrad Vorlauf Vorlauf	m	 	 	 	 	 	 	 	 	purgermaister	Buergermeister	recipient	#ev__QGW_II_I_1596	1596	1404-10-14			False	 	1404		
710	pe__haunold_schuchler_II_QGW_II_I_1557	Haunolt Schu/echler, des rats der stat daselbs	Haunold Schuchler der Jüngere II	m	 	 	 	 	 	 	 	 	rats der stat	Ratsherr	recipient	#ev__QGW_II_I_1596	1596	1404-10-14			False	 	1404		
711	pe__andreas_an_dem_st_petersfreithof	Andre an sand Peters freithof, chelermaister in Osterreich	Andreas an dem St Petersfreithof an dem St. Petersfreithof	m	 	 	 	 	 	 	 	 	chelermaister	Kellermeister	recipient	#ev__QGW_II_I_1596	1596	1404-10-14			False	 	1404		
712	pe__rudolf_angerfelder	Rudolf Angerfelder, des rats der stat ze Wienn	Rudolf Angerfelder Angerfelder	m	 	 	 	 	 	 	 	 	rats der stat	Ratsherr	recipient	#ev__QGW_II_I_1596	1596	1404-10-14			False	 	1404		
713	pe__johann_ziernast	Hanns der Zyrnast, des rats der stat ze Wienn	Johann Ziernast	m	 	 	 	 	 	 	 	 	rats der stat	Ratsherr	issuer	#ev__QGW_II_I_1597	1597	1404-10-25			False	 	1404		
714	pe__anna_QGW_II_I_1597	Frau	Anna Ziernast	f	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1597	1597	1404-10-25			False	 	1404		
715	pe__konrad_vorlauf	Bürgermeisters hern Chunraten des Vorlauffs	Konrad Vorlauf Vorlauf	m	hern	Herr	 	 	 	 	 	 	Bürgermeisters	Buergermeister	other	#ev__QGW_II_I_1597	1597	1404-10-25			False	 	1404		
716	pe__johann_ziernast	Ausstellers	Johann Ziernast	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1597	1597	1404-10-25			False	 	1404		
717	pe__siegfrid_lorber_QGW_II_I_1598	Seifrid der Lorber ze Wienn	Siegfrid Lorber	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1598	1598	1404-10-25			False	 	1404		
718	pe__katharina_QGW_II_I_1598	Kathrei, hausfrau Hannsen hausfrau, des münsser	Katharina	f	 	 	 	 	münsser	Muenzer	 	 	 	 	issuer	#ev__QGW_II_I_1598	1598	1404-10-25			False	 	1404		
719	pe__johann_der_muenzer_QGW_II_I_1598	Hannsen hausfrau, des münsser	Johann der Münzer	m	 	 	 	 	münsser	Muenzer	 	 	 	 	issuer	#ev__QGW_II_I_1598	1598	1404-10-25			False	 	1404		
720	pe__konrad_vorlauf	Bürgermeisters hern Chunrats des Vorlauffs	Konrad Vorlauf Vorlauf	m	hern	Herr	 	 	 	 	 	 	Bürgermeisters	Buergermeister	other	#ev__QGW_II_I_1598	1598	1404-10-25			False	 	1404		
721	pe__anna_QGW_II_I_762	Frau Annen, witib Wernharts witib des Stichels	Anna	f	Frau	Frau	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1598	1598	1404-10-25			False	 	1404		
722	pe__bernhard_stichl	Wernharts witib des Stichels	Wernhart Stichl Stichl	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1598	1598	1404-10-25			True	[datetime.date(1404, 10, 25)]	1404		
723	pe__georg_neuer	Wiener Bürgers Jorgen des Neuer	Georg Neuer Neuer	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1598	1598	1404-10-25			False	 	1404		
724	pe__peter_angerfelder	Peter der Angervelder, statrichter ze Wienn	Peter Angerfelder Angerfelder	m	 	 	 	 	 	 	 	 	statrichter	Richter_Stadt	issuer	#ev__QGW_II_I_1599	1599	1404-10-29			False	 	1404		
725	pe__salomon_der_jud_QGW_II_I_1606	Salman der Jud, maister Maireins sun anstat	Niklas Hauser der Kürschner	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1599	1599	1404-10-29			False	 	1404		
726	pe__mair_der_jud_QGW_II_I_1535	maister Maireins	Mair der Jud	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1599	1599	1404-10-29			False	 	1404		
727	pe__hansuezz_QGW_II_I_1599	Jüdinn Hannsuessen, Steussen tochter	Hansuezz	f	 	 	 	 	 	 	 	 	 	 	None	#ev__QGW_II_I_1599	1599	1404-10-29			False	 	1404		
728	pe__steuzz_der_jud_QGW_II_I_1599	Steussen	Steuzz der Jud	m	 	 	 	 	 	 	 	 	 	 	None	#ev__QGW_II_I_1599	1599	1404-10-29			False	 	1404		
729	pe__riffka_QGW_II_I_1599	Riffka, maister Abrahams hausfraun	Riffka	f	 	 	 	 	 	 	 	 	 	 	None	#ev__QGW_II_I_1599	1599	1404-10-29			False	 	1404		
730	pe__abraham_QGW_II_I_1599	maister Abrahams	Abraham der Jud	m	 	 	 	 	 	 	 	 	 	 	None	#ev__QGW_II_I_1599	1599	1404-10-29			False	 	1404		
731	pe__johann_siedendorfer_QGW_II_I_1600	Hannsen dem Siedendorfer, dem chürsner	Johann Siedendorfer	m	 	 	 	 	chürsner	Kuerschner	 	 	 	 	other	#ev__QGW_II_I_1599	1599	1404-10-29			False	 	1404		
732	pe__salomon_der_jud_QGW_II_I_1606	Kläger	Niklas Hauser der Kürschner	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1599	1599	1404-10-29			False	 	1404		
733	pe__peter_angerfelder	Peter der Angervelder, statrichter ze Wienn	Peter Angerfelder Angerfelder	m	 	 	 	 	 	 	 	 	statrichter	Richter_Stadt	issuer	#ev__QGW_II_I_1600	1600	1404-10-29			False	 	1404		
734	pe__ulrich_werder_QGW_II_I_1600	Ulreich Werder, purger ze Wienn	Ulrich Werder	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1600	1600	1404-10-29			False	 	1404		
735	pe__johann_siedendorfer_QGW_II_I_1600	Hannsen dem Siedendorfer, dem kürsner	Johann Siedendorfer	m	 	 	 	 	kürsner	Kuerschner	 	 	 	 	other	#ev__QGW_II_I_1600	1600	1404-10-29			False	 	1404		
736	pe__ulrich_werder_QGW_II_I_1600	Kläger	Ulrich Werder	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1600	1600	1404-10-29			False	 	1404		
737	pe__peter_angerfelder	Aussteller	Peter Angerfelder Angerfelder	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1600	1600	1404-10-29			False	 	1404		
738	pe__peter_angerfelder	Peter der Angervelder, statrichter ze Wienn	Peter Angerfelder Angerfelder	m	 	 	 	 	 	 	 	 	statrichter	Richter_Stadt	issuer	#ev__QGW_II_I_1601	1601	1404-10-29			False	 	1404		
739	pe__bernhard_der_tuchberaiter_QGW_II_I_1601	Wernhart, der tuechpraiter purger ze Wienn	Bernhard der Tuchberaiter	m	 	 	 	 	tuechpraiter	Tuchbereiter	 	 	 	 	other	#ev__QGW_II_I_1601	1601	1404-10-29			False	 	1404		
740	pe__johann_siedendorfer_QGW_II_I_1600	vorflüchtigen gelter Hannsen dem Siedendorfer, dem chürsner	Johann Siedendorfer	m	 	 	 	 	chürsner	Kuerschner	 	 	 	 	other	#ev__QGW_II_I_1601	1601	1404-10-29			False	 	1404		
741	pe__bernhard_der_tuchberaiter_QGW_II_I_1601	Kläger	Bernhard der Tuchberaiter	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1601	1601	1404-10-29			False	 	1404		
742	pe__peter_angerfelder	Aussteller	Peter Angerfelder Angerfelder	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1601	1601	1404-10-29			False	 	1404		
743	pe__peter_angerfelder	Peter der Angervelder, statrichter ze Wienn	Peter Angerfelder Angerfelder	m	 	 	 	 	 	 	 	 	statrichter	Richter_Stadt	issuer	#ev__QGW_II_I_1602	1602	1404-10-29			False	 	1404		
